doc_id,text_id,meeting_num,text
Economics-1888-0,Economics-1888-0-para20,2.0,"Such and so grave are the responsibilities which attend all efforts of the laboring classes to improve  
their own economic condition through concert and combination. They constitute no reason why such efforts should not for a sufficient cause and in a clear case be made, but they render imperative the requirement of prudence, conservatism, and the utmost exercise of the spirit of fairness, courtesy, and conciliation. For one I have great confidence in the good sense and good temper of the American people, whether in dealing with the difficult problems of their political life, or in dealing with the problems, fast becoming even more intricate aid complicated, of their industrial life. It is not like an American to persist in unreasonable demands, to require the brutal demonstration of complete defeat and exhaustion of resources before retiring from a contest that should not have been joined, or to use violence and rudeness in overbearing competition and lawful antagonism. An American has not pleasure, but pain, in the cessation of industry, in loss of time, in motionless machinery; while the wrecking of wealth, whichI has been created to serve human uses, outrages every sensibility of this eminently constructive animal. Nor in vain have our people for generations been endowed with the franchise and invited to the discussion and decision of public questions. Their political experiences have afforded them not a little economic education, no slight preparation. and training' for the important part they are called to perform in effecting an equitable and beneficial distribution of the product of industry. The ordinary American can be reasoned with, and that not on a low plane only. He is capable of understanding and appreciating almost any consideration relating to the factory or the market which his employer may have occasion  
to adduce. His spirit is that of civility, reciprocity, and fair play. He intelligently and cordially accepts, in its full economic bearing, the maxim ""live and let live. """
Economics-1888-0,Economics-1888-0-para21,2.0,"But the problem is not allowed to remain as simple as it would be with a population all of this character. More, even, than our political situation, has our industrial situation been complicated by the accession of millions of laborers, born in distant lands, bred under other institutions, breathing a different spirit, and, by just the degree of that difference, less prepared to use without abuse the power wielded by organized labor. On this point I propose to speak with the utmost frankness. The matter is one of vital importance to our peace and prosperity."
Economics-1888-0,Economics-1888-0-para22,2.0,"No one can have carefully observed the developments of the past year or two years without becoming aware that a part so large that it may fairly be called the whole of those violent and reckless attacks upon production and transportation which have shocked the industrial system, and have come near to producing a general crisis of trade, have proceeded from the foreign elements of our population."
Economics-1888-0,Economics-1888-0-para23,2.0,"I do not assert that all or the larger part of our adopted citizens have joined in or sympathized with those movements. On the contrary, much that is of the best in our political and physical character has come from abroad; while the great majority of immigrants into the United States, even since the war, have shown marvelous aptitudes for our modes of life, an active sympathy with the prevailing spirit and temper of our people, a cheerful readiness to submit to the conditions under which alone free government and popular initiative can be long sustained,  
an honorable eagerness to find and keep a place where they might both get good and do good, in the political, social and industrial order."
Economics-1888-0,Economics-1888-0-para24,2.0,"But no one can have failed to notice that, in the frightfully accelerated immigration of the past few years, there is not only an increasing number but an increasing proportion of those who come to us, largely from countries which have only recently attained importance upon the passenger lists of our ocean steamers, with a spirit aid temper which is not only hostile to our political institutions, but which at once and inevitably introduces into the relations of employer and employed a rudeness, savagery and insolence to which trade and production will not submit."
Economics-1888-0,Economics-1888-0-para25,2.0,"These men, if one may judge from their actions, do not purpose to give as well as take, to live and, also, l-et live; they show no sense of the responsibility under which the powers they find put into their hands are to be exercised; they know no measure for their demands, and make little reserve as to the methods by which they seek to enforce those demands."
Economics-1888-0,Economics-1888-0-para26,2.0,"Such a spirit and temper, introduced, it may almost literally be said, for the first time into American industry, has already done vast and far-reaching injury to society, and now menaces us with even graver evils. The correctness of this explanation of our recent labor troubles cannot be gainsaid. Whether among the freight handlers of New York, or among the operatives of the coal and iron districts of New Jersey, Pennsylvania and Ohio, or among the railroad employes of the West and South west, those who have initiated measures intended forcibly to arrest the movements of production and transportation,  
and have carried these to extremes subversive of the general interest and even threatening the existence of society itself, have not been men born on our soil, bred under our laws and trained in our schools. Such movements may, here and there, have found native leaders, whose superior education and political training gave them influence over the inflamed masses of labor; but the force and impulse of these attacks upon social interests, and even upon society itself, has been of foreign derivation; while every out-break- of violence which has accompanied the labor troubles of the last two years, whether in Chicago, or St. Louis, or at Rock Springs, has uniformly been characterized by the almost, if not altogether, complete absence of participants of native birth. In the atrocious assault upon the Chinese, which occurred at the last-mentioned place in the year 1885, in which nearly fifty unoffending persons lost their lives, it was ascertained that not one man born upon our soil was engaged."
Economics-1888-0,Economics-1888-0-para27,2.0,"It is not a matter of surprise, perhaps not altogether a matter of blame, that men reared under institutions of pure force, many of them bred in an atmosphere of conspiracy, cherishing traditions of political injustice, perhaps inheriting bitter hatred of law and government, at the best untrained in political action and unaccustomed to the responsibilities of citizenship, should exhibit less of self-control amid of respect for the rights of others, than characterizes the conduct of our own people. But no feeling of sympathy toward the oppressed or unfortunate of other land, no sentiment of hospitality toward those who have newly come among us, requires that Americans should permit their own  
proper interests to be seriously impaired, much less, the peace and good order of the community to be endangered, by alien elements. I should be as far as any one from desiring the revival of proscriptive Know-nothingism; but I believe the full time has come for Americans to assert themselves against those who come into our land to trouble it; who create turmoil for no good reason; who agitate and distract industry with needless alarms and wanton attacks; and who pervert the bountiful privileges of our citizenship by a spirit and by methods which can only find excuse when employed against hereditary privilege and arbitrary power."
Economics-1888-0,Economics-1888-0-para28,2.0,"This is not a case where the better elements of society have no means of redress or self-defence. It will not be necessary to change the prescriptions or presumptions of our laws. It will only be needful that public sentiment should be fully aroused to the evils inflicted upon society and industry by the wanton and reckless proceedings which have characterized the past few years; that the body of fair-minded and well-disposed laborers should realize that these things are done to their hurt and loss; that sentimentalists aud philanthropists should refrain. from holding out expectations of economic benefits impossible to be realized under the hard conditions of human existence; that the press should cease to greet every fresh demand for higher wages or fewer hours of work as being presumptively right, instead of being a matter for close scrutiny, careful deliberation, courteous debate and judicial determination; that timid or time-serving magistrates should be braced up by public opinion to protect every citizen in his right to labor when and  
where he pleases, in whatever avocation, for whatever employer and on whatever terms he may individually choose."
Economics-1888-0,Economics-1888-0-para29,2.0,"Given only these conditions, which are no more than we have a right to expect from the good sense of our own people, when once the evil effects of recent courses shall come to be fully appreciated, we shall have no more instances of tens of thousands of workmen dragged by force or threats into contests in which they have no interest, andi which t-heir own judgment and temper render distasteful no more instances of violent hands laid on the throat of the social organism, in attempts to arrest the whole movement of production, and to wreck the machinery of transportation, of which all have equal need and in which all have equal rights; no more instances of large districts forcibly deprived of the necessaries of life, of the commerce of the nation laid under a lawless embargo, of great cities threatened with darkness, riot and pillage in the name of struggling labor."
Economics-1888-0,Economics-1888-0-para3,2.0,"If, in the division between profits and wages,"" said Prof. Perry, "" at the end of any industrial cycle profits get more than their due share, those very profits will wish to become capital, and will thus become an extra demand for labor, and the next wages fund will be larger than the last."" And the same economist wrote elsewhere: ""If capital gets a relatively too large reward, nothing can interrupt the tendency that labor shall get, in consequence of that, a larger reward the next time. If capital takes an undue advantage of labor at any point, as unfortunately it sometimes does, somebody, at some  
other point, has, in consequence of that, a stronger desire to employ laborers ; and so the wrong tends to right itself."""
Economics-1888-0,Economics-1888-0-para30,2.0,"For one, I firmly believe, that the boycott will disappear as suddenly as it of late appeared, condemned not less by public sentiment than by law, as unfair, unjust and mischievous, the proper tool of malice only, a weapon not needed for any legitimate purpose of society."
Economics-1888-0,Economics-1888-0-para31,2.0,"The future of the remarkable movement to supersede trade-unions by a general confederation of the workmen of all trades and of all sections, under highly concentrated and centralized authority, I shall not undertake to predict. It is conceivable that such an organization might become a great educational force, a useful agency for directing the legitimate  
efforts of laborers of the several sections and trades of the country towards the improvement of their condition:, a source of much inspiration, through the deliberations and debates of earnest men representing the better sense and higher purposes of vast bodies of laborers who are, in the main, right-minded, honest, and patriotic."
Economics-1888-0,Economics-1888-0-para32,2.0,"Nor is it fair, nor is it worthy of any thinker or scholar, to attribute to essential vices in such a scheme the mistakes, errors, and follies hardly separable from the beginnings of so great and wide-reaching an enterprise. Tried by such a test free government itself was once pronounced a failure."
Economics-1888-0,Economics-1888-0-para33,2.0,"But I cannot conceal my conviction that the attempt to embrace so much within the sway of any human authority; to legislate in detail for so many conflicting interests; to cover with any single rule conditions of life and labor so widely diverse as those of city and country, of east and west, of agriculturist and artizan, of common and skilled labor, will inevitably result in failure. The restiveness shown by many of the trade-unions, the open revolt in some cases, already intimate the weakness of the scheme, if it is to be administered in the masterful spirit of the past two years."
Economics-1888-0,Economics-1888-0-para34,2.0,"Whether the organization known as the Knights of Labor is to break up in a general insurrection of its constituent members; or is to lapse into ""an innocuous desuetude,"" relinquishing to the trade-unions their former authority over their own members, retaining for itself but the shadow of the name; or is to take on a form and assume functions compatible with industrial peace and with the steady and even progress of trade and production, will depend somewhat upon the wisdom of those who have come, almost adventitiously, into possession of the vast powers which that organization now wields, but will be mainly determined by the good sense and good feeling of the whole American people when fully aroused by the issue thus presented to our industrial life."
Economics-1888-0,Economics-1888-0-para4,2.0,"While, thus, the action of competition among the employing classes themselves, for the profits of employment, was certain, even in spite of a grasping spirit and unfair me-tIhods, to yield the highest rate of wages which the existing conditions of industry would allow to be paid, distinct efforts on the part of the laboring class to secure a larger share of the product, could, at the best, only be. nugatory, and would be more than likely to prove mischievous."
Economics-1888-0,Economics-1888-0-para5,2.0,"How great the change in economic opinion\! Today, few economists of reputation would deny that the laboring class have as real, as large, as vital a part to perform in securing a just and beneficial distribution of the product of industry, as the employing class. It is seen and admitted, that competition must be imperfect, and, by consequence, injurious, unless the laborers, on their side, are as alert, active and, in the primary sense of that term, as aggressive, in pursuing their economic interests, as the old theories of distribution assumed that the employing class would be. It is seen and admitted that, if the workman does not seek his interest, not only will he, in a degree, lose his interest, but, through his failure to receive all the economic good wiThich might with proper effort have been brought to him, immediate injuries, tending to become permanent, not only may conceivably, but certainly \-will, be inflicted upon the whole industrial body. It is seen that it is for the interest, the particular, selfish interest of the employing class themselves, that, in all their dealings with the questions of work  
and wages, alike in large matters and in small, they should have to do with men \-who are acute and alert in seeking out opportunities for their own industrial improvement, with men who are persistent and courageous in following up every possible industrial advantage, when once it has been rightly discerned; that they should have to do, not with men who have no opinion for themselves, what they ought to receive, and who humbly and thankfully take that which may be given, but with men who, not less as laborers than as citizens, shall know their rights and, knowing, dare maintain."
Economics-1888-0,Economics-1888-0-para6,2.0,"In a word, we have recently passed through a change in economic opinion equally important with, and indeed closely analogous to, that great change in political opinion, which began more than a hundred years ago, and which was accomplished, not without trouble and turmoil, not till after great waste and hideous losses, about the middle of this century. Under the old regime, the accepted philosophy of government declared that certain privileged persons and classes were the natural and proper guardians of the mass of the people; that the interests of all, rich and poor, high and low, were so bound up together that if one member suffered the others must suffer with it; that, inasmuch as the state could only be Wealthy and strong through the prosperity of all, there was in this a sufficient guaranty against abuse and neglect of the lower classes on the part of the higher, and that, under these conditions, all authority might, not only safely but advantageously, be lodged with that part of the community which had the most leisure, and aptitude for government, in which resided the highest intelligence, the widest culture, the strongest instincts of command."
Economics-1888-0,Economics-1888-0-para7,2.0,"It is not necessary to recite the arguments from reason or the blows from force by which ""we have changed all this"" in the domain of politics. It is now universally seen and admitted that there is no security against tyranny, save in the power and disposition to resist and resent tyranny; that the masses of the people are the only proper and safe guardians of their own interests; that it is just as truly and just as much for the welfare of the upper classes as of the lower classes themselves, that the latter should be bold and resolute, quick to see their interests, prompt to assert them, persistent in maintaining them."
Economics-1888-0,Economics-1888-0-para8,2.0,"In economic opinion the change, may I not say the revolution? began much later; but it has been carried through at once more rapidly and more peacefully: first, because the other revolution had already been effected, preparing the way for this; and, secondly, because of the greater volume and force of entirely disinterested sentiment operating in the later case."
Economics-1888-0,Economics-1888-0-para9,2.0,"It would scarcely be conceivable today that an economist of learning and reputation should gravely argue that the employer is, in effect, a trustee of the laborer's wages, and that it really does not matter whether, in any given time and place, he pays the laborer more or pays him less, since by as much as the employer may under-pay the laborer in any instance, by so much will he certainly and indefeasibly over-pay him in some subsequent instance. The economists now see, what the workmen long ago saw, that each man is the natural trustee of his own earnings, and that these are only safe when paid into his own hands."
Economics-1889-0,Economics-1889-0-para0,3.0,"On this our third general meeting it seems appropriate to congratulate the Association, not more upon the results achieved through our union and cooperation in economic effort, than upon the position of advantage and of influence which the Association at present occupies."
Economics-1889-0,Economics-1889-0-para1,3.0,"Since its organization, in 1885, the society has steadily grown in numbers; the spirit of association has become more active among us; a cordial recognition has greeted our early efforts, both at home and abroad; branches have been established in several cities, which have thus become new centres of economic activity; the publications of the society, now comprising three volumes, have embraced many valuable contributions to knowledge, have steadily increased in the range of their subject matter and improved in the originality and validity of treatment."
Economics-1889-0,Economics-1889-0-para10,3.0,"The protectionists, giving but a slight, hasty, and prejudiced consideration to the English economists, sought comfort and support from the German masters, having, however, a very inadequate conception of the German historical and statistical method, and little sympathy with the profound, sincere, passionless spirit of German research."
Economics-1889-0,Economics-1889-0-para11,3.0,"The free traders, on the other hand, openly contemning German economists as vague and visionary, unsubstantial and illogical, resorted more and more for argument and illustration to the English writers, neglecting, in the earnestness of their partisanship, not only the vast practical modifications of the doctrine of Laissez-Faire which British statesmen were, not slowly or timidly, introducing into their governmental scheme, but even the expressed qualifications and provisos with which the highest exponents of English economic thought set forth doctrines which were brought over to America in. their crudest and strongest forms. Our free-trade writers, with Chinese fidelity, even copied the palpable defects of English economists, as when they adopted into their system the doctrine of the Wages Fund, which was purely an outgrowth of peculiar and insular conditions in England, and which was flatly contradicted by the commonest facts of daily experience among us."
Economics-1889-0,Economics-1889-0-para12,3.0,"This unscientific and unscholarly attitude of the two schools in America continued long after a rapprochement  
began between the English and the German economists themselves, aided greatly, I venture to suggest, by the remarkable sagacity and fidelity with which the French writers received, interpreted and expressed the real thought of both. That movement towards, if not the consent, at least the cooperation of European economists, has rapidly gone forward, to the inexpressible advantage of political economy. I do not mean to say that there has been such an approach of the German and the English economists towards each other that the two bodies have in any sense lost their distinctive characters; nor do I regard such a result as desirable. It is well that there should be a national flavor to the economic thought of each country; that national predilections, industrial peculiarities, habits of thinking, modes of living, should influence, and, more or less, mould its economic investigation and speculation."
Economics-1889-0,Economics-1889-0-para13,3.0,"But while the German economists remain truly German, and the English economists preserve their individuality, each body has, in these late years, drawn largely from the other; and in general, has taken the best. The German economics have become more practical and more responsible, more systematic and more highly integrated. The English economists have, more and more, incorporated into the premises of their reasoning the results of biological and historical research."
Economics-1889-0,Economics-1889-0-para14,3.0,"But this rapprochement of the European economists for a long while had little apparent effect upon the attitude of the two economic sects in America. It was not until about the time of the organization of this society that any decided tendency appeared towards the concert and cooperation of our economists,  
without regard to the lines which had previously kept them apart, or to the wide differences of opinion on many points which still exist."
Economics-1889-0,Economics-1889-0-para15,3.0,"The purpose of the society founded at Saratoga, in 1883, was to promote economic research and investigation. That purpose was, in part, overlaid by certain declarations and statements which were not needful, and which proved embarrassing. But the real object of the Association was so manifest that many economic workers at once joined in the movement, in spite of objections which they reasonably entertained; while every succeeding session has witnessed welcome accessions to our ranks, until to-day the membership of the society fully justifies its title, the American Economic Association."
Economics-1889-0,Economics-1889-0-para16,3.0,"That indifference, distrust, antagonism, have so largely disappeared, is not mainly due to any positive work which the society has done, in this short interval, or to the wholesome influence of this first effort in securing union and cooperation among the economists of our country. That effect has, in greater measure, been the result of the rapid accomplishment here of work long preparing throughout the economic world generally; in part, also, to a mighty forward movement which has everywhere been taking place, during the last few years, by which it has come about that, while differences of opinion among economists are as great, if not indeed, in some respects, greater than ever before \[notably, in the matter of the degree of state action which should be invoked\], the difficulties formerly withstanding economic cooperation have melted out of view. The economist is now known to all as an economist, on whichever  
side of the Atlantic Ocean or of the British Channel he may live, or whatever views he may hold as to free trade or protection. So great has been the change in this respect that there are few so bigoted as to wish to retard the movement towards union in economic work."
Economics-1889-0,Economics-1889-0-para17,3.0,"Such a result does not imply indifference, for it is accompanied by a zealousness of effort, an earnestness of purpose, never before exhibited, and by undiminished positiveness of conviction as to individual views."
Economics-1889-0,Economics-1889-0-para18,3.0,"The several successive stages in the economic movement, the world over, which has brought about the Communion of Economists, have been marked by the disappearance of one after another of certain ideas and feelings which had long withstood such a result. In this progress we had, first, the emancipation of political economy from the persistent influence of natural theology. The assumption of a beneficent order of things, originally established in a golden age, departure from which is the sole cause of all evils, past and present, and which only needs to be returned to in order to secure general happiness and universal well-being, made its appearance in the first beginnings of economic thought, and has clung around political economy ever since, impeding its progress and often perverting its course."
Economics-1889-0,Economics-1889-0-para19,3.0,"If one wishes to trace the influence of this cause, he has only to note the use of the word ""natural"" in the writings of the English and the American economists, from Adam Smith down to a recent time. To prove that a certain arrangement or procedure was the natural one, has generally been. considered as establishing the expediency of that arrangement  
or procedure. Indeed, the tone in which this argument has been used shows that it was not regarded as admitting a reply."
Economics-1889-0,Economics-1889-0-para2,3.0,"It may be said that the first stage of our history, as an Association, has passed. Not merely has the question of the usefulness of the society been affirmatively settled by the work done and by the reception accorded our efforts; but a certain palpable change has come over ourselves, as a body."
Economics-1889-0,Economics-1889-0-para20,3.0,"I have no quarrel with natural theology; but I do assert the right of political economy to be entirely independent of it. If the established order of things be really beneficent, any social arrangement which can be shown to be natural can be shown, by an adequate induction from the observed facts of its operation, to be coniducive to human happiness. If that can be shown, it is enough for the statesman or the economist. What need have we of further witness? On the other hand, those who do not believe in a golden age; who believe that mankind were once naked, hairy savages, living in caves and forests, subsisting on wild fruits or raw flesh, the latter, often, of their own kind, using stone implements, and, for uncounted generations, ignorant even of the use of fire, have the right to protest against the employment of this argument; and to demand that any social arrangement, any procedure, any institution, which is claimed to be for good shall be proven to be such by evidence which they can accept."
Economics-1889-0,Economics-1889-0-para21,3.0,"It would not do to take the time that would be necessary to show, by adequate citation, how extensive has been the perversion of economic inquiry, caused by the subjection of political economy to the supposed claims of natural theology, especially in the United States, where the two chairs were often united, as of old, in Adam Smith's case. Nor is this necessary. The matter is now one of historical interest only. The temper of self-assertion, proper to the teachers of any subject, has been re-enforced by the spirit of the age,"" to the point of finally freeing  
political economy from this subjection to an alien authority. Not only is it fully recognized that ""right divine"" has no more to do with economics than with politics; that men should inquire what is best for them, in matters of industry equally as in matters of government, without any presumption from arrangements supposed to have been made for them; but the subserviency of temper which, for longer or shorter times, always survives the breaking of the bands of authority, has wholly disappeared. Economics have become as completely freed from the trammels of "" natural theology,"" as has geology from the restraints of ""revealed religion,"" investigators in either department of inquiry owning no other obligation than that of declaring the truth as they discern it."
Economics-1889-0,Economics-1889-0-para22,3.0,"The genesis of the doctrine of Laissez-Faire, as expressing a principle to which is attributed universal applicability and unqualified validity, might be variously accounted for. It would seem, on the first thought, to be the child of economic thinking, under conception from the theory of a beneficent order of creation. Yet, as Professor Sidgwick has intimated, this doctrine might as logically be derived from a purely pessimistic as from a highly optimistic view of nature, one economist concluding that nothing needs to be done but to open and smooth the way to a return to the natural order, because he believes that natural order to be wholly beneficent, while another economist should reach the conclusion that there is no use in trying to do anything to improve upon the actual situation, because he believes the arrangements of the universe to be hopelessly adverse and malignant."
